date,open,high,low,close,volume
2021-03-26 20:00:00,178.51,179.0,178.5,178.5,2653.0
2021-03-26 19:59:00,179.01,179.25,179.0,179.0,1845.0
2021-03-26 19:58:00,179.02,179.02,179.02,179.02,384.0
2021-03-26 19:57:00,179.3,179.3,179.01,179.01,910.0
2021-03-26 19:56:00,179.75,179.75,179.4,179.4,795.0
2021-03-26 19:55:00,179.0,179.14,179.0,179.14,1490.0
2021-03-26 19:54:00,178.84,178.84,178.84,178.84,310.0
2021-03-26 19:53:00,178.51,178.63,178.51,178.63,557.0
2021-03-26 19:52:00,178.17,178.17,178.17,178.17,762.0
2021-03-26 19:51:00,178.35,178.6,178.04,178.6,1260.0
2021-03-26 19:50:00,178.0,178.0,178.0,178.0,123.0
2021-03-26 19:49:00,178.4,178.4,178.0,178.4,3607.0
2021-03-26 19:48:00,178.0,178.0,178.0,178.0,2023.0
2021-03-26 19:47:00,178.0,178.0,178.0,178.0,222.0
2021-03-26 19:45:00,178.0,178.01,177.53,178.01,2522.0
2021-03-26 19:44:00,178.3,178.3,178.08,178.08,787.0
2021-03-26 19:43:00,178.51,178.51,178.5,178.5,1949.0
2021-03-26 19:42:00,178.53,178.65,178.51,178.51,1141.0
2021-03-26 19:41:00,178.68,178.68,178.54,178.54,729.0
2021-03-26 19:38:00,178.69,178.69,178.65,178.65,523.0
2021-03-26 19:32:00,178.65,178.82,178.55,178.55,512.0
2021-03-26 19:31:00,178.51,178.51,178.51,178.51,592.0
2021-03-26 19:25:00,178.53,178.8,178.53,178.53,1361.0
2021-03-26 19:23:00,178.8,178.8,178.8,178.8,890.0
2021-03-26 19:21:00,178.86,179.0,178.86,179.0,1458.0
2021-03-26 19:20:00,178.95,178.97,178.82,178.97,527.0
2021-03-26 19:14:00,178.9699,178.9699,178.9699,178.9699,721.0
2021-03-26 19:12:00,178.54,178.54,178.54,178.54,261.0
2021-03-26 19:10:00,178.88,179.0,178.88,179.0,2898.0
2021-03-26 19:08:00,178.5,178.5,178.5,178.5,761.0
2021-03-26 19:06:00,178.5,178.5,178.5,178.5,187.0
2021-03-26 19:05:00,178.5,178.5,178.5,178.5,785.0
2021-03-26 19:04:00,178.5,178.51,178.5,178.51,512.0
2021-03-26 19:01:00,178.51,178.51,178.5,178.5,526.0
2021-03-26 19:00:00,178.51,178.51,178.5,178.51,861.0
2021-03-26 18:58:00,178.51,178.51,178.51,178.51,333.0
2021-03-26 18:57:00,178.52,178.52,178.5,178.52,1409.0
2021-03-26 18:56:00,178.53,178.56,178.52,178.52,1504.0
2021-03-26 18:55:00,178.85,178.94,178.52,178.59,1455.0
2021-03-26 18:52:00,178.65,178.65,178.65,178.65,170.0
2021-03-26 18:50:00,178.55,178.55,178.53,178.53,1283.0
2021-03-26 18:49:00,178.94,178.94,178.8,178.8,809.0
2021-03-26 18:47:00,178.51,178.51,178.51,178.51,351.0
2021-03-26 18:46:00,178.82,178.82,178.82,178.82,296.0
2021-03-26 18:44:00,178.81,178.81,178.81,178.81,396.0
2021-03-26 18:43:00,178.81,178.81,178.81,178.81,545.0
2021-03-26 18:42:00,178.81,178.81,178.81,178.81,611.0
2021-03-26 18:40:00,178.81,179.3,178.81,179.3,361.0
2021-03-26 18:39:00,179.0,179.0,178.99,178.99,1042.0
2021-03-26 18:36:00,180.0,180.0,180.0,180.0,337.0
2021-03-26 18:33:00,178.81,178.81,178.8,178.8,999.0
