date,open,high,low,close,volume
2021-03-26 18:29:00,179.9,179.9,179.26,179.26,2246.0
2021-03-26 18:26:00,179.8,179.8,179.8,179.8,379.0
2021-03-26 18:24:00,180.15,180.15,180.15,180.15,328.0
2021-03-26 18:23:00,180.53,180.53,180.3,180.3,913.0
2021-03-26 18:21:00,180.12,180.12,180.12,180.12,163.0
2021-03-26 18:19:00,180.89,180.89,180.89,180.89,805.0
2021-03-26 18:18:00,180.69,180.69,180.69,180.69,685.0
2021-03-26 18:17:00,180.57,180.57,180.57,180.57,389.0
2021-03-26 18:16:00,180.69,180.69,180.69,180.69,415.0
2021-03-26 18:15:00,179.94,180.15,179.94,180.15,1432.0
2021-03-26 18:14:00,180.0,180.0,179.95,179.95,1792.0
2021-03-26 18:13:00,180.0,180.0,179.94,180.0,1455.0
2021-03-26 18:12:00,179.94,179.94,179.94,179.94,220.0
2021-03-26 18:11:00,179.75,179.94,179.75,179.9,1484.0
2021-03-26 18:09:00,179.8,179.8,179.8,179.8,399.0
2021-03-26 18:08:00,179.75,179.81,179.56,179.56,610.0
2021-03-26 18:03:00,179.19,179.2,179.19,179.2,608.0
2021-03-26 18:01:00,179.0201,179.0201,179.0201,179.0201,222.0
2021-03-26 18:00:00,179.07,179.89,179.0,179.89,2505.0
2021-03-26 17:59:00,179.33,179.33,179.33,179.33,936.0
2021-03-26 17:58:00,179.1,179.1,179.1,179.1,657.0
2021-03-26 17:57:00,179.4,179.4,179.01,179.4,1453.0
2021-03-26 17:55:00,179.51,179.51,179.28,179.37,1072.0
2021-03-26 17:53:00,179.0,179.14,178.85,178.85,1258.0
2021-03-26 17:52:00,178.94,178.94,178.94,178.94,1017.0
2021-03-26 17:51:00,178.94,178.94,178.94,178.94,1519.0
2021-03-26 17:50:00,178.6,178.7,178.52,178.7,799.0
2021-03-26 17:49:00,178.51,178.51,178.5,178.51,2243.0
2021-03-26 17:48:00,178.5201,178.5201,178.5201,178.5201,393.0
2021-03-26 17:47:00,178.6101,178.6101,178.6101,178.6101,1525.0
2021-03-26 17:46:00,178.7001,178.94,178.7001,178.94,866.0
2021-03-26 17:44:00,178.94,178.94,178.9,178.9,877.0
2021-03-26 17:43:00,178.52,178.71,178.52,178.52,1732.0
2021-03-26 17:42:00,178.6,178.6,178.5,178.5,1897.0
2021-03-26 17:41:00,178.5,178.51,178.5,178.51,1796.0
2021-03-26 17:40:00,178.0,178.6,178.0,178.51,1813.0
2021-03-26 17:39:00,178.01,178.01,178.0,178.0,1126.0
2021-03-26 17:38:00,179.17,179.17,178.0,178.0,2499.0
2021-03-26 17:36:00,179.6,179.6,179.5,179.5,1405.0
2021-03-26 17:35:00,179.75,179.75,179.51,179.51,1478.0
2021-03-26 17:34:00,179.52,179.52,179.52,179.52,748.0
2021-03-26 17:33:00,179.51,179.89,179.51,179.52,1324.0
2021-03-26 17:32:00,179.7,179.7,179.65,179.65,951.0
2021-03-26 17:31:00,179.65,179.65,179.65,179.65,916.0
2021-03-26 17:30:00,180.0,180.0,180.0,180.0,1671.0
2021-03-26 17:29:00,180.02,180.02,180.0,180.01,2323.0
2021-03-26 17:28:00,180.3,180.3,180.3,180.3,444.0
2021-03-26 17:25:00,180.28,180.28,180.11,180.11,6459.0
2021-03-26 17:24:00,180.11,180.11,180.01,180.01,1194.0
2021-03-26 17:23:00,180.32,180.32,180.11,180.11,1397.0
2021-03-26 17:22:00,180.52,180.52,180.52,180.52,698.0
2021-03-26 17:21:00,180.65,180.65,180.55,180.55,1545.0
2021-03-26 17:20:00,180.65,180.65,180.65,180.65,692.0
2021-03-26 17:19:00,180.71,180.71,180.65,180.65,872.0
2021-03-26 17:18:00,180.75,181.0,180.6,180.7,2428.0
2021-03-26 17:17:00,180.5,180.5,180.5,180.5,690.0
2021-03-26 17:16:00,180.88,180.88,180.0,180.0,1854.0
2021-03-26 17:15:00,181.0,181.0,180.89,180.9,1527.0
2021-03-26 17:14:00,181.15,181.15,181.11,181.12,1579.0
2021-03-26 17:13:00,181.3,181.3,181.11,181.11,871.0
2021-03-26 17:12:00,181.15,181.17,181.11,181.17,1447.0
2021-03-26 17:11:00,181.11,181.11,181.11,181.11,1113.0
2021-03-26 17:10:00,181.15,181.15,181.15,181.15,925.0
2021-03-26 17:09:00,181.4,181.4,181.4,181.4,1160.0
2021-03-26 17:08:00,181.75,181.75,181.75,181.75,563.0
2021-03-26 17:07:00,181.78,182.0,181.78,182.0,1087.0
2021-03-26 17:06:00,181.84,181.89,181.84,181.89,1260.0
2021-03-26 17:05:00,182.0,182.0,181.88,181.88,534.0
2021-03-26 17:02:00,181.79,181.8,181.79,181.8,1260.0
2021-03-26 17:00:00,181.95,181.95,181.9,181.9,1024.0
2021-03-26 16:58:00,182.4,182.4,181.68,181.68,1644.0
2021-03-26 16:57:00,181.44,182.0,181.44,181.9,4902.0
2021-03-26 16:56:00,181.26,181.48,181.2001,181.2001,1332.0
2021-03-26 16:55:00,181.59,181.59,181.26,181.26,616.0
2021-03-26 16:54:00,181.25,181.5999,181.25,181.5999,1406.0
2021-03-26 16:53:00,181.5,181.5,181.5,181.5,1167.0
2021-03-26 16:51:00,181.15,181.15,181.15,181.15,413.0
2021-03-26 16:50:00,181.56,181.56,181.11,181.11,1475.0
2021-03-26 16:49:00,182.1,182.38,182.1,182.38,518.0
2021-03-26 16:47:00,182.1,182.9,182.1,182.9,882.0
2021-03-26 16:46:00,183.33,183.33,182.51,182.51,1197.0
2021-03-26 16:45:00,182.15,183.0,182.15,183.0,2012.0
2021-03-26 16:44:00,182.2,182.3,182.2,182.3,550.0
2021-03-26 16:43:00,181.6,181.6,181.6,181.6,1587.0
2021-03-26 16:42:00,181.5,181.5,181.2,181.2,1538.0
2021-03-26 16:41:00,180.31,181.0,180.31,181.0,1748.0
2021-03-26 16:40:00,180.57,180.57,180.4,180.4,2063.0
2021-03-26 16:39:00,181.5,181.5,180.42,180.42,2913.0
2021-03-26 16:38:00,182.0,182.01,181.0,181.5,2990.0
2021-03-26 16:37:00,183.0,183.0,182.3,182.3,2270.0
2021-03-26 16:36:00,183.5,183.5,183.4,183.4,1237.0
2021-03-26 16:35:00,183.59,183.59,183.2,183.59,3394.0
2021-03-26 16:34:00,184.0,184.0,183.59,183.59,2834.0
2021-03-26 16:33:00,183.57,184.0,183.23,183.23,945.0
2021-03-26 16:32:00,183.01,184.0,183.01,184.0,3541.0
2021-03-26 16:31:00,183.0,183.0,183.0,183.0,1030.0
2021-03-26 16:30:00,182.31,182.31,182.31,182.31,1094.0
2021-03-26 16:29:00,183.93,183.93,182.31,182.31,2144.0
2021-03-26 16:28:00,184.53,184.53,184.0,184.0,4962.0
2021-03-26 16:27:00,184.51,184.92,184.34,184.9,2458.0
2021-03-26 16:26:00,184.01,184.5,184.01,184.49,10415.0
2021-03-26 16:25:00,183.69,184.43,183.48,184.2,8572.0
2021-03-26 16:24:00,182.5,183.5,182.5,183.5,3644.0
2021-03-26 16:23:00,182.88,182.88,182.26,182.26,2978.0
2021-03-26 16:22:00,182.1,182.55,182.07,182.55,2637.0
2021-03-26 16:21:00,182.07,182.88,182.0,182.01,3151.0
2021-03-26 16:20:00,180.0,182.0,180.0,181.37,11779.0
2021-03-26 16:19:00,180.01,180.24,180.0,180.0,4572.0
2021-03-26 16:18:00,180.9,180.9,180.5,180.5,1391.0
2021-03-26 16:17:00,179.51,180.0,179.51,180.0,2595.0
2021-03-26 16:16:00,179.5,179.51,179.18,179.18,3593.0
2021-03-26 16:15:00,180.0,180.0,179.99,179.99,1649.0
2021-03-26 16:14:00,179.2,180.0,179.03,180.0,5156.0
2021-03-26 16:13:00,180.0,180.0,178.72,179.12,12311.0
2021-03-26 16:12:00,180.06,180.16,180.0,180.0,8166.0
2021-03-26 16:11:00,181.02,181.1,180.56,180.62,5292.0
2021-03-26 16:10:00,181.5,181.5,181.02,181.02,3320.0
2021-03-26 16:09:00,182.0001,182.01,181.25,181.5,6039.0
2021-03-26 16:08:00,183.5,183.69,182.0,182.0,10352.0
2021-03-26 16:07:00,183.75,183.99,183.5001,183.5001,4600.0
2021-03-26 16:06:00,184.0,184.0,183.3,183.51,11134.0
2021-03-26 16:05:00,183.5,184.0,183.25,184.0,9597.0
2021-03-26 16:04:00,181.44,183.49,181.11,183.17,20047.0
2021-03-26 16:03:00,181.0,182.0,181.0,181.5,12335.0
2021-03-26 16:02:00,181.57,182.0,181.0,181.01,8096.0
2021-03-26 16:01:00,178.0,181.9,177.51,181.13,16639.0
2021-03-26 16:00:00,180.04,180.22,179.2,179.74,141367.0
2021-03-26 15:59:00,180.9914,181.0,179.65,180.18,98227.0
2021-03-26 15:58:00,178.29,181.0,178.29,181.0,109583.0
2021-03-26 15:57:00,178.2367,178.5,177.88,178.19,39848.0
2021-03-26 15:56:00,177.94,178.3,177.5501,178.2999,28351.0
2021-03-26 15:55:00,178.027,178.2,177.5,177.823,44368.0
2021-03-26 15:54:00,178.78,179.0,178.0,178.3799,37922.0
2021-03-26 15:53:00,178.8799,179.29,178.65,178.76,35364.0
2021-03-26 15:52:00,177.82,179.0,177.7701,178.65,25042.0
2021-03-26 15:51:00,178.9799,179.5,177.51,177.9,63203.0
2021-03-26 15:50:00,177.8699,178.9799,177.5,178.68,47787.0
2021-03-26 15:49:00,177.49,177.95,177.1,177.722,15470.0
2021-03-26 15:48:00,177.5601,177.6499,177.0,177.51,28911.0
2021-03-26 15:47:00,177.889,178.35,177.5,177.575,18679.0
2021-03-26 15:46:00,178.0,178.31,177.21,177.856,16932.0
2021-03-26 15:45:00,177.41,178.6,177.41,178.03,14080.0
2021-03-26 15:44:00,179.1099,179.4999,177.4,177.69,38882.0
2021-03-26 15:43:00,177.81,179.04,177.51,178.91,30460.0
2021-03-26 15:42:00,177.3205,178.4199,177.1361,177.5666,19403.0
2021-03-26 15:41:00,178.66,179.7099,177.1,177.49,47681.0
2021-03-26 15:40:00,177.1234,178.8999,176.6328,178.78,30607.0
2021-03-26 15:39:00,177.0001,178.0999,176.2401,177.2499,29002.0
2021-03-26 15:38:00,176.75,177.379,176.1295,177.0,17152.0
2021-03-26 15:37:00,177.8699,177.8699,175.58,176.2,25704.0
2021-03-26 15:36:00,176.3997,178.14,176.35,177.2601,39830.0
2021-03-26 15:35:00,175.141,177.0,175.0101,176.49,46436.0
2021-03-26 15:34:00,176.01,176.4999,175.0,175.0379,32665.0
2021-03-26 15:33:00,178.21,178.6999,176.0,176.5419,44050.0
2021-03-26 15:32:00,178.9999,178.9999,178.0,178.0101,17480.0
2021-03-26 15:31:00,180.39,180.75,178.6,178.96,38569.0
2021-03-26 15:30:00,179.2599,180.7,179.0001,180.6819,37561.0
2021-03-26 15:29:00,179.4999,179.826,178.5801,179.0,21897.0
2021-03-26 15:28:00,178.4999,179.5,177.8001,179.24,33353.0
2021-03-26 15:27:00,180.79,180.79,177.6501,178.48,47216.0
2021-03-26 15:26:00,178.9301,180.9999,178.9301,180.9566,61840.0
2021-03-26 15:25:00,176.44,179.89,176.2901,178.9,92962.0
2021-03-26 15:24:00,175.8001,176.5499,175.0,176.1001,26367.0
2021-03-26 15:23:00,177.052,177.2499,175.39,175.7063,50210.0
2021-03-26 15:22:00,173.0898,177.18,173.0314,176.8,59743.0
2021-03-26 15:21:00,173.6361,174.0,172.96,173.77,56041.0
2021-03-26 15:20:00,173.3,173.8999,173.0001,173.8999,10279.0
2021-03-26 15:19:00,174.1532,174.6652,172.7,172.8845,21279.0
2021-03-26 15:18:00,173.1899,175.25,173.0536,174.4201,44199.0
2021-03-26 15:17:00,172.6214,173.2,172.53,173.0,12444.0
2021-03-26 15:16:00,173.428,173.9199,172.6201,173.0629,26868.0
2021-03-26 15:15:00,174.77,174.97,173.4001,173.5282,19423.0
2021-03-26 15:14:00,173.4464,175.3499,173.4419,175.03,22692.0
2021-03-26 15:13:00,174.12,175.38,173.0,173.71,46081.0
2021-03-26 15:12:00,172.4999,174.6399,172.222,174.42,33966.0
2021-03-26 15:11:00,171.3501,172.9999,171.2986,172.48,17950.0
2021-03-26 15:10:00,173.0001,173.1603,171.01,171.8524,56527.0
2021-03-26 15:09:00,173.15,173.94,172.9,173.0,21074.0
2021-03-26 15:08:00,173.9999,174.0,172.8,172.9043,17401.0
2021-03-26 15:07:00,172.63,174.0,172.5101,173.8269,21439.0
2021-03-26 15:06:00,172.6259,173.82,172.125,172.85,28014.0
2021-03-26 15:05:00,172.7301,172.8999,172.0,172.36,39196.0
2021-03-26 15:04:00,173.0,173.86,172.5,172.5201,50351.0
2021-03-26 15:03:00,176.4087,176.525,173.0,173.03,75981.0
2021-03-26 15:02:00,177.37,177.52,175.66,176.5,24159.0
2021-03-26 15:01:00,176.4378,178.17,176.4378,177.0584,33557.0
2021-03-26 15:00:00,176.56,177.7313,176.2313,176.6642,20420.0
2021-03-26 14:59:00,176.99,177.5,176.1305,176.78,20436.0
2021-03-26 14:58:00,175.5976,176.9667,175.5976,176.88,22319.0
2021-03-26 14:57:00,176.1232,176.9855,175.29,175.4874,19729.0
2021-03-26 14:56:00,175.51,176.1899,175.2301,176.1899,11505.0
2021-03-26 14:55:00,177.4881,177.75,175.23,175.24,33136.0
2021-03-26 14:54:00,177.723,177.9299,176.21,177.6995,31454.0
2021-03-26 14:53:00,175.7427,179.02,175.7427,177.6301,62419.0
2021-03-26 14:52:00,174.3001,176.38,174.1205,176.2699,38208.0
2021-03-26 14:51:00,176.3929,176.49,173.5,174.22,79148.0
2021-03-26 14:50:00,177.01,177.1232,176.38,176.38,45466.0
2021-03-26 14:49:00,177.9399,177.9399,177.0,177.0166,25922.0
2021-03-26 14:48:00,177.05,178.2,177.01,177.757,17959.0
2021-03-26 14:47:00,177.7939,177.82,177.0,177.0,26471.0
2021-03-26 14:46:00,177.18,178.49,177.0,177.8299,32901.0
2021-03-26 14:45:00,177.59,178.2462,177.0,177.18,39963.0
2021-03-26 14:44:00,179.24,179.2499,177.58,177.6741,40322.0
2021-03-26 14:43:00,178.6767,179.87,178.5001,179.0,28207.0
2021-03-26 14:42:00,180.2862,180.3015,178.0,178.6718,73410.0
2021-03-26 14:41:00,181.5207,182.0,179.0001,180.4719,81815.0
2021-03-26 14:40:00,179.71,182.4899,178.3801,181.3125,167616.0
2021-03-26 14:39:00,176.29,180.0,176.22,179.0001,105555.0
2021-03-26 14:38:00,176.1201,176.63,175.78,176.2899,34902.0
2021-03-26 14:37:00,177.8521,178.92,176.48,176.48,67276.0
2021-03-26 14:36:00,175.95,178.2,175.8001,177.7201,65866.0
2021-03-26 14:35:00,177.1801,177.81,175.6301,175.9617,85531.0
2021-03-26 14:34:00,174.89,177.75,174.0,177.4052,94658.0
2021-03-26 14:33:00,171.42,175.068,171.42,174.7001,65113.0
2021-03-26 14:32:00,171.5875,172.0,171.42,171.42,26400.0
2021-03-26 14:31:00,171.76,172.3999,171.5001,171.7443,19477.0
2021-03-26 14:30:00,172.29,172.99,171.42,171.527,36285.0
2021-03-26 14:29:00,172.2999,173.57,171.22,172.56,60348.0
2021-03-26 14:28:00,170.76,172.37,170.3595,172.37,37643.0
2021-03-26 14:27:00,169.504,171.0699,169.45,170.8977,40697.0
2021-03-26 14:26:00,168.0001,170.13,168.0,169.9899,39866.0
2021-03-26 14:25:00,168.98,169.4999,168.0,168.21,26382.0
2021-03-26 14:24:00,169.69,169.69,168.0,168.9799,32235.0
2021-03-26 14:23:00,169.34,169.7999,167.21,169.52,52452.0
2021-03-26 14:22:00,171.1823,171.1823,168.3001,169.5,56301.0
2021-03-26 14:21:00,171.145,171.7499,170.5,171.4566,39889.0
2021-03-26 14:20:00,172.0,172.3999,171.1,171.405,33846.0
2021-03-26 14:19:00,172.4399,172.4599,171.1,171.945,28551.0
2021-03-26 14:18:00,171.5,172.6,171.2174,172.185,39177.0
2021-03-26 14:17:00,171.67,172.0,171.4101,171.48,29715.0
2021-03-26 14:16:00,174.437,174.66,170.7,171.6101,95975.0
2021-03-26 14:15:00,172.5835,175.4599,172.2666,174.24,114886.0
2021-03-26 14:14:00,169.41,172.6999,169.12,172.6999,121842.0
2021-03-26 14:13:00,168.7401,169.43,168.0,169.43,42021.0
2021-03-26 14:12:00,169.75,169.8999,168.1203,168.9747,38839.0
2021-03-26 14:11:00,167.32,169.9,167.32,169.7465,79696.0
2021-03-26 14:10:00,166.8807,167.9,166.5,167.065,40265.0
2021-03-26 14:09:00,167.39,167.78,166.01,166.8401,41274.0
2021-03-26 14:08:00,165.38,167.4599,165.37,167.0301,64522.0
2021-03-26 14:07:00,169.7986,169.8199,165.3701,165.38,88104.0
2021-03-26 14:06:00,167.0701,169.9899,166.79,169.66,153697.0
2021-03-26 14:05:00,163.37,167.6199,163.37,166.77,139447.0
2021-03-26 14:04:00,167.3039,167.65,163.26,163.442,235335.0
2021-03-26 14:03:00,169.3699,169.4624,167.1001,167.6242,53657.0
2021-03-26 14:02:00,168.66,170.6599,168.23,169.38,90423.0
2021-03-26 14:01:00,168.9374,170.3042,167.5401,168.66,112291.0
2021-03-26 14:00:00,172.156,172.3399,168.1104,168.73,142876.0
2021-03-26 13:59:00,172.72,173.0,171.5601,172.0456,67289.0
2021-03-26 13:58:00,175.072,175.3999,172.0001,172.34,51884.0
2021-03-26 13:57:00,174.8,175.49,174.2501,175.091,28064.0
2021-03-26 13:56:00,175.6,176.3899,174.0001,174.63,50616.0
2021-03-26 13:55:00,175.685,176.38,175.5,175.67,25319.0
2021-03-26 13:54:00,176.4406,176.698,175.4,175.8699,33366.0
2021-03-26 13:53:00,175.85,176.5499,175.24,176.5499,59228.0
2021-03-26 13:52:00,172.58,176.17,172.29,175.92,103610.0
2021-03-26 13:51:00,173.89,174.0,171.0,172.8,149712.0
2021-03-26 13:50:00,176.5062,176.5062,173.01,173.705,131467.0
2021-03-26 13:49:00,177.68,178.0,176.0201,176.0401,38337.0
2021-03-26 13:48:00,176.0001,178.84,176.0001,178.2896,74209.0
2021-03-26 13:47:00,178.205,178.205,175.0,176.0376,156723.0
2021-03-26 13:46:00,180.7,180.7,177.3,178.0,100005.0
2021-03-26 13:45:00,181.55,181.6199,180.58,180.9637,26756.0
2021-03-26 13:44:00,182.37,182.96,181.5,181.65,23788.0
2021-03-26 13:43:00,182.689,183.55,182.4201,182.4201,43193.0
2021-03-26 13:42:00,182.3499,182.66,181.6801,182.505,8122.0
2021-03-26 13:41:00,182.05,182.3499,181.51,181.95,20513.0
2021-03-26 13:40:00,182.7901,183.44,182.05,182.0956,23592.0
2021-03-26 13:39:00,181.8626,183.4999,181.2701,183.1699,34073.0
2021-03-26 13:38:00,180.63,182.3,180.5101,182.3,21067.0
2021-03-26 13:37:00,181.7699,181.77,180.5001,180.9999,17789.0
2021-03-26 13:36:00,181.68,182.1499,181.01,181.68,28990.0
2021-03-26 13:35:00,181.82,182.68,181.66,181.73,23763.0
2021-03-26 13:34:00,182.5176,182.8499,181.67,181.87,31823.0
2021-03-26 13:33:00,181.61,183.56,181.34,182.745,79665.0
2021-03-26 13:32:00,178.3375,181.87,178.29,181.3501,76126.0
2021-03-26 13:31:00,177.3076,179.1999,176.4552,177.9056,102965.0
2021-03-26 13:30:00,178.95,179.17,177.01,177.01,100836.0
2021-03-26 13:29:00,181.0,181.1199,178.67,178.932,66642.0
2021-03-26 13:28:00,182.39,182.39,180.75,181.0,19895.0
2021-03-26 13:27:00,181.7001,182.3999,181.0601,182.39,15419.0
2021-03-26 13:26:00,182.0001,182.47,181.5,181.5,19021.0
2021-03-26 13:25:00,182.5,182.9099,181.21,182.3918,25293.0
2021-03-26 13:24:00,183.4999,183.4999,181.5201,182.8802,36251.0
2021-03-26 13:23:00,183.4502,183.6199,182.8,183.26,20178.0
2021-03-26 13:22:00,183.0915,183.9565,182.9,183.2284,31547.0
2021-03-26 13:21:00,183.5001,183.604,182.87,182.9,30692.0
2021-03-26 13:20:00,181.68,183.99,181.68,183.645,54311.0
2021-03-26 13:19:00,181.9899,183.0,181.5,181.722,51392.0
2021-03-26 13:18:00,180.041,182.33,179.8389,181.7503,86381.0
2021-03-26 13:17:00,179.89,180.7599,178.8701,180.37,84420.0
2021-03-26 13:16:00,182.43,182.8114,179.26,179.8001,128903.0
2021-03-26 13:15:00,182.2901,184.4799,182.2901,182.5,74695.0
2021-03-26 13:14:00,182.658,183.6376,181.7701,182.33,67873.0
2021-03-26 13:13:00,185.5548,185.5548,181.7201,182.53,114434.0
2021-03-26 13:12:00,186.27,186.4999,185.25,185.4,16045.0
2021-03-26 13:11:00,187.1799,187.1799,185.31,186.2699,42642.0
2021-03-26 13:10:00,186.94,188.3999,186.94,187.2,28315.0
2021-03-26 13:09:00,186.0001,186.97,186.0,186.5411,28079.0
2021-03-26 13:08:00,187.5581,187.5581,186.0,186.277,51815.0
2021-03-26 13:07:00,188.2688,188.5,187.8,187.9999,9226.0
2021-03-26 13:06:00,188.1068,188.8,187.76,187.8565,15398.0
2021-03-26 13:05:00,187.8001,188.2999,187.1901,187.52,16993.0
2021-03-26 13:04:00,187.7,188.6,187.5001,187.8512,22539.0
2021-03-26 13:03:00,189.1399,189.1399,187.7,187.7,30592.0
2021-03-26 13:02:00,189.0,189.1727,188.5,189.1081,11075.0
2021-03-26 13:01:00,189.35,189.6799,188.7103,189.03,9041.0
2021-03-26 13:00:00,188.8707,189.7999,188.625,189.0334,10805.0
2021-03-26 12:59:00,190.77,190.9999,188.1701,189.0,28182.0
2021-03-26 12:58:00,189.975,191.1299,189.975,191.1299,39728.0
2021-03-26 12:57:00,188.7101,190.9899,188.7101,190.041,44609.0
2021-03-26 12:56:00,188.5228,189.1,188.0001,188.5762,20219.0
2021-03-26 12:55:00,187.52,188.94,187.0101,188.94,23039.0
2021-03-26 12:54:00,187.9999,188.8864,187.37,187.5472,24378.0
2021-03-26 12:53:00,189.04,189.8799,187.47,187.47,32359.0
2021-03-26 12:52:00,189.0001,189.88,188.0,189.88,37462.0
2021-03-26 12:51:00,190.9759,191.0,189.2,189.2,29695.0
2021-03-26 12:50:00,189.827,191.22,189.7048,191.2199,39418.0
2021-03-26 12:49:00,189.4999,189.8999,189.0001,189.8999,13451.0
2021-03-26 12:48:00,190.1499,190.1499,188.5075,188.99,30776.0
2021-03-26 12:47:00,189.19,190.548,189.146,189.95,34998.0
2021-03-26 12:46:00,191.5409,191.82,189.11,189.5796,48693.0
2021-03-26 12:45:00,190.11,191.9,190.1,191.3954,36577.0
2021-03-26 12:44:00,193.2499,193.2499,190.1001,190.51,59919.0
2021-03-26 12:43:00,193.4493,193.4493,192.2693,193.1999,39771.0
2021-03-26 12:42:00,194.4499,194.4499,193.2101,193.2101,25706.0
2021-03-26 12:41:00,194.92,195.14,192.7301,194.3899,60977.0
2021-03-26 12:40:00,193.5763,196.0,193.5355,194.7588,105745.0
2021-03-26 12:39:00,193.4901,194.2,191.59,193.5936,74756.0
2021-03-26 12:38:00,192.281,194.0,192.2701,193.9699,54621.0
2021-03-26 12:37:00,193.9957,193.9957,192.2701,193.2654,79080.0
2021-03-26 12:36:00,190.3196,194.2,190.2975,193.9999,111411.0
2021-03-26 12:35:00,190.63,190.88,189.6,190.3475,17852.0
2021-03-26 12:34:00,189.26,191.0,188.0,190.5937,46235.0
2021-03-26 12:33:00,189.94,191.69,189.15,189.15,108599.0
2021-03-26 12:32:00,187.5248,190.0,187.01,190.0,42742.0
2021-03-26 12:31:00,186.56,187.56,186.51,187.0101,21250.0
2021-03-26 12:30:00,187.6,187.9999,186.52,186.5206,21244.0
2021-03-26 12:29:00,188.2048,188.5099,187.1822,188.138,11688.0
2021-03-26 12:28:00,187.6673,188.9299,187.3101,187.6901,31114.0
2021-03-26 12:27:00,187.5499,187.7699,186.74,187.7699,24818.0
2021-03-26 12:26:00,187.37,188.12,187.0307,187.5499,37116.0
2021-03-26 12:25:00,188.7434,189.4499,187.01,187.9999,34020.0
2021-03-26 12:24:00,189.012,189.54,188.7,188.7,21608.0
2021-03-26 12:23:00,189.1599,190.2,188.42,189.1089,66362.0
2021-03-26 12:22:00,187.3717,189.4899,187.0201,189.21,50712.0
2021-03-26 12:21:00,187.055,187.95,186.74,187.3999,20334.0
2021-03-26 12:20:00,186.66,187.5899,186.66,187.02,27975.0
2021-03-26 12:19:00,185.7176,186.6697,185.3801,186.6697,23827.0
2021-03-26 12:18:00,186.81,186.99,185.3801,185.3801,22776.0
